time,balance
2025-02-24 04:00:00+00:00,560556.240543444
2025-02-28 05:00:00+00:00,562272.7889434452
2025-02-28 07:30:00+00:00,568166.5324365464
2025-03-04 10:00:00+00:00,569816.650689532
2025-03-06 11:30:00+00:00,572873.1450691468
2025-03-10 12:30:00+00:00,578671.936939024
2025-04-02 05:30:00+00:00,585669.0843271625
2025-04-04 07:00:00+00:00,590698.6530972936
2025-04-08 08:00:00+00:00,599218.4775591531
2025-04-08 08:30:00+00:00,601332.9210187768
2025-04-10 11:30:00+00:00,595881.36683313
2025-05-13 08:00:00+00:00,600766.656464836
2025-05-13 09:30:00+00:00,598763.2234648359
2025-05-13 09:30:00+00:00,594259.6306648352
2025-06-11 04:00:00+00:00,601012.1658591181
2025-06-13 06:00:00+00:00,599343.6396591185
2025-06-13 07:30:00+00:00,605227.0869962347
2025-06-17 08:30:00+00:00,601244.7921962382
2025-06-19 10:00:00+00:00,596538.0033962368
2025-06-23 12:00:00+00:00,601860.8961539881
2025-06-23 12:00:00+00:00,607339.6955580681
2025-07-08 01:00:00+00:00,615058.8879779924
2025-07-08 02:00:00+00:00,611266.3706376776
2025-07-08 04:00:00+00:00,608974.6106376776
2025-07-14 02:00:00+00:00,618026.2475015272
2025-07-14 02:00:00+00:00,614557.2275015281
2025-07-14 05:30:00+00:00,622266.631672327
2025-07-16 06:30:00+00:00,625040.4400723255
2025-07-22 11:00:00+00:00,627548.3080723255
2025-07-28 13:00:00+00:00,634789.7640126332
2025-08-18 02:30:00+00:00,631602.69133316
2025-08-20 03:00:00+00:00,627474.5857331625
2025-08-20 04:30:00+00:00,619760.3887331639
2025-08-26 09:00:00+00:00,626549.6493051297
2025-09-18 01:00:00+00:00,631286.0257034516
2025-09-18 03:30:00+00:00,633063.5729034515
2025-09-18 01:00:00+00:00,628119.1685034527
2025-09-22 05:00:00+00:00,628626.587303452
2025-09-24 05:30:00+00:00,623989.8461034535
2025-09-30 08:00:00+00:00,626698.8372372015
2025-09-30 09:00:00+00:00,630257.822905672
2025-09-30 10:30:00+00:00,627856.8629056728
2025-10-06 12:30:00+00:00,632124.1670719197
2025-11-04 10:00:00+00:00,628285.4582719193
2025-12-09 09:00:00+00:00,625815.8627059255
2026-01-07 04:00:00+00:00,622614.1577059263
2026-01-15 11:00:00+00:00,618731.0825059258
2026-02-06 04:30:00+00:00,614790.4865059247
2026-02-11 03:00:00+00:00,613320.4949059247
2026-02-11 04:30:00+00:00,623717.0467005495
2026-02-23 11:00:00+00:00,628388.3086364943
2026-03-20 04:00:00+00:00,633687.2098861879
2026-03-26 08:00:00+00:00,630348.7858861889
2026-03-26 09:00:00+00:00,635312.9967358889
